loan_yy;loan_mm;loan_dd;amount;duration;birth_yy;birth_mm;birth_dd;gender;district_id;inhabitants;cities;ratio_urban;avg_salary;unemploy_95;unemploy_96;dif_unemp;entrep;crimes_95;crimes_96;dif_crimes;response
95;1;18;68112;12;77;11;30;0;35;88768;7;805;8867;1.02;1.21;0.19;130;3384;3620;236;1
96;11;19;72120;12;52;11;10;0;52;139012;10;619;8363;2.52;3.49;0.97;108;2564;2799;235;1
95;10;8;21852;36;54;12;5;1;34;125236;5;877;9675;6.43;7.68;1.25;100;5323;5190;-133;1
97;10;14;79344;48;51;6;5;0;23;87419;9;855;8624;1.79;2.66;0.87;102;2879;3198;319;1
97;10;21;153144;36;69;2;17;1;27;67298;7;438;8561;0.65;1.29;0.64;110;1029;1127;98;1
97;8;31;97392;12;60;6;23;1;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
96;9;22;84120;24;50;3;2;0;69;42821;3;484;8173;7;7.01;0.00;124;1358;1358;0;1
97;6;14;42900;12;64;9;21;1;51;121947;11;705;8541;2.51;2.97;0.46;131;3496;3839;343;1
94;9;30;71460;12;45;8;3;1;55;157042;9;339;8743;1.88;2.43;0.55;111;3659;3894;235;1
97;9;7;473280;60;67;7;1;0;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;0
98;4;23;144960;48;67;3;17;0;9;81344;6;553;8899;3.39;3.97;0.58;149;2987;2487;-500;1
98;2;5;160656;24;70;12;10;0;10;92084;5;467;10124;0.56;0.54;-0.02;141;3810;4316;506;1
97;9;9;128268;36;42;12;8;1;36;159617;9;852;9198;3.33;4.28;0.95;131;5796;6132;336;1
94;6;5;77640;12;67;7;10;1;27;67298;7;438;8561;0.65;1.29;0.64;110;1029;1127;98;1
98;1;18;35856;24;67;7;19;0;47;162580;6;728;9538;1.51;1.81;0.30;111;6079;5410;-669;1
96;10;20;93600;24;72;6;23;1;9;81344;6;553;8899;3.39;3.97;0.58;149;2987;2487;-500;1
94;11;6;140400;36;41;10;15;1;74;323870;1;1000;10673;4.75;5.44;0.69;100;18782;18347;-435;1
94;6;1;208320;48;68;4;14;0;31;51313;4;592;8930;3.52;4.20;0.68;108;1328;1452;124;1
94;2;17;49320;12;45;10;3;0;24;122603;8;800;8991;1.39;2.01;0.62;128;5198;5273;75;0
97;10;17;260400;60;50;6;19;0;73;182027;7;564;8746;3.33;3.74;0.41;90;4355;4433;78;0
96;2;20;56100;60;58;7;7;1;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;1
97;5;9;220428;36;62;6;7;1;67;106054;6;631;8110;5.77;6.55;0.78;109;3244;3079;-165;1
97;8;15;99300;60;73;3;20;0;59;108871;6;621;8444;3.24;3.47;0.23;106;2595;2305;-290;1
96;7;15;155880;24;68;10;30;0;37;114006;9;623;9065;4.46;5.39;0.93;123;4147;4166;19;1
94;7;30;74736;36;65;10;29;1;45;77917;5;535;8390;2.28;2.89;0.61;132;2080;2122;42;1
97;11;1;238716;36;64;7;1;1;48;78955;9;590;9060;1.78;2.44;0.66;124;1655;1717;62;1
95;6;13;29784;24;69;12;25;0;26;170449;1;1000;10787;2.64;3.09;0.45;131;6041;6261;220;1
97;8;12;97980;60;80;3;14;0;29;45714;6;556;8843;2.82;3.60;0.78;113;818;888;70;1
94;5;20;80340;12;76;2;6;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
98;3;30;36204;12;38;1;6;1;50;102609;6;520;8187;4.83;5.45;0.62;94;2123;2134;11;0
94;8;25;224604;36;76;5;24;1;31;51313;4;592;8930;3.52;4.20;0.68;108;1328;1452;124;1
93;9;13;87840;24;80;2;16;0;13;53921;2;413;8598;2.77;3.26;0.49;123;1597;1875;278;1
97;9;26;8616;24;75;10;27;1;59;108871;6;621;8444;3.24;3.47;0.23;106;2595;2305;-290;1
95;3;19;134784;24;40;5;11;0;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
97;6;4;309660;60;58;9;27;0;51;121947;11;705;8541;2.51;2.97;0.46;131;3496;3839;343;1
94;5;9;89040;60;70;1;25;0;77;148545;4;535;8909;4.01;5.56;1.55;113;3460;3590;130;1
96;3;10;247728;48;79;6;19;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
94;3;30;7656;24;62;9;3;0;48;78955;9;590;9060;1.78;2.44;0.66;124;1655;1717;62;1
95;6;1;417060;60;61;9;14;0;29;45714;6;556;8843;2.82;3.60;0.78;113;818;888;70;1
97;7;25;333648;48;76;7;10;0;14;177686;9;748;10045;1.42;1.71;0.29;135;6604;6295;-309;0
95;10;14;266220;60;65;2;17;0;20;70646;4;584;8547;2.65;3.64;0.99;120;1563;1542;-21;1
96;5;6;220620;60;43;8;15;0;20;70646;4;584;8547;2.65;3.64;0.99;120;1563;1542;-21;1
94;1;21;21072;24;64;8;9;0;17;74062;7;614;8114;2.38;2.62;0.24;119;1003;1181;178;1
95;6;23;265320;36;48;8;28;0;51;121947;11;705;8541;2.51;2.97;0.46;131;3496;3839;343;1
95;9;3;85860;60;55;10;20;0;2;88884;5;467;8507;1.67;1.85;0.18;132;2159;2674;515;1
97;12;10;42840;12;37;11;11;1;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
94;8;11;74688;12;45;1;26;0;23;87419;9;855;8624;1.79;2.66;0.87;102;2879;3198;319;1
98;2;15;93036;12;80;9;12;0;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;1
96;9;19;174048;48;52;2;16;0;47;162580;6;728;9538;1.51;1.81;0.30;111;6079;5410;-669;1
96;5;30;173016;36;45;2;23;0;14;177686;9;748;10045;1.42;1.71;0.29;135;6604;6295;-309;1
94;6;14;288360;60;35;12;15;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
95;3;11;76680;24;49;1;7;1;68;228848;6;572;9893;4.09;4.72;0.63;96;5623;5887;264;1
94;9;29;230220;36;42;11;9;0;74;323870;1;1000;10673;4.75;5.44;0.69;100;18782;18347;-435;0
95;4;10;47304;24;71;8;3;1;64;197099;10;747;9624;1.60;2.31;0.71;145;4484;4265;-219;1
98;6;6;185640;60;62;7;16;0;46;112709;10;735;8369;1.79;2.31;0.52;117;2854;2618;-236;1
98;12;8;240900;60;49;8;25;0;60;110643;4;519;8441;3.45;4.48;1.03;115;1879;2252;373;1
96;7;14;85716;36;38;5;3;1;17;74062;7;614;8114;2.38;2.62;0.24;119;1003;1181;178;1
97;3;20;67980;12;46;3;31;0;66;125832;5;483;8512;3.51;4.12;0.61;102;2247;2103;-144;1
98;7;24;170700;60;71;8;4;1;53;107911;7;509;8240;2.53;3.56;1.03;99;1850;1903;53;1
97;7;29;33144;12;80;1;27;0;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
97;6;19;88272;48;79;5;13;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
95;8;26;33984;48;72;8;4;1;64;197099;10;747;9624;1.60;2.31;0.71;145;4484;4265;-219;1
98;4;28;74352;24;57;11;23;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
95;12;25;125340;60;44;6;15;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
98;6;8;76104;24;61;10;3;0;62;145688;5;407;8544;1.29;1.86;0.57;109;2719;2906;187;1
98;1;23;566640;60;72;2;6;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
97;1;30;186300;60;47;11;16;1;63;86513;5;505;8288;3.79;4.52;0.73;110;1562;1460;-102;1
96;12;21;45024;48;57;5;4;0;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
94;10;12;227880;36;55;11;4;0;64;197099;10;747;9624;1.60;2.31;0.71;145;4484;4265;-219;1
96;6;8;186384;48;59;1;29;1;40;128118;8;853;9317;6.49;7.07;0.58;97;6949;6872;-77;1
96;3;26;100224;48;57;2;1;0;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;0
96;10;4;70656;48;52;7;26;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
96;12;12;155616;48;71;4;10;0;72;226122;4;626;8994;3.80;4.79;0.99;110;9672;9208;-464;1
97;5;3;50112;24;48;1;29;1;47;162580;6;728;9538;1.51;1.81;0.30;111;6079;5410;-669;1
93;12;16;38148;12;65;1;22;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
98;9;15;321936;48;61;4;8;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
97;2;26;71976;24;65;7;14;1;43;161854;6;763;9425;1.72;2.50;0.78;125;4085;3891;-194;0
94;8;3;189300;60;53;12;5;1;58;109164;4;636;8757;3.38;3.95;0.57;96;2212;2471;259;1
94;8;7;172080;48;57;3;5;0;10;92084;5;467;10124;0.56;0.54;-0.02;141;3810;4316;506;1
97;6;3;272220;60;46;9;23;0;26;170449;1;1000;10787;2.64;3.09;0.45;131;6041;6261;220;0
98;11;10;16032;48;65;12;8;0;32;105058;10;810;9272;2.80;3.22;0.42;118;4340;4505;165;1
98;3;1;52236;36;38;9;25;1;9;81344;6;553;8899;3.39;3.97;0.58;149;2987;2487;-500;1
98;12;1;163332;36;37;12;8;1;18;70699;4;653;8968;2.83;3.35;0.52;131;1740;1910;170;1
98;6;8;69600;48;69;4;14;1;64;197099;10;747;9624;1.60;2.31;0.71;145;4484;4265;-219;1
98;3;7;272220;60;40;11;27;0;56;124605;8;460;8772;4.69;4.98;0.29;126;2854;3158;304;1
98;2;28;215040;60;60;10;20;0;28;72541;8;369;8594;1.62;2.01;0.39;112;1580;1525;-55;1
93;7;28;127080;60;36;6;2;1;45;77917;5;535;8390;2.28;2.89;0.61;132;2080;2122;42;1
96;9;11;29448;12;47;10;21;1;72;226122;4;626;8994;3.80;4.79;0.99;110;9672;9208;-464;0
98;2;5;122472;24;61;1;31;0;69;42821;3;484;8173;7;7.01;0.00;124;1358;1358;0;1
98;10;12;82128;24;69;4;3;1;29;45714;6;556;8843;2.82;3.60;0.78;113;818;888;70;1
97;4;13;164256;48;72;8;20;1;11;75637;7;365;9622;0.45;0.59;0.14;154;3475;3529;54;1
98;4;29;191580;60;66;1;11;0;51;121947;11;705;8541;2.51;2.97;0.46;131;3496;3839;343;1
97;3;13;83280;48;41;11;4;0;37;114006;9;623;9065;4.46;5.39;0.93;123;4147;4166;19;1
93;12;21;86616;12;61;9;28;1;11;75637;7;365;9622;0.45;0.59;0.14;154;3475;3529;54;1
97;6;19;285240;60;52;5;28;1;74;323870;1;1000;10673;4.75;5.44;0.69;100;18782;18347;-435;1
97;1;24;23184;12;79;7;26;0;57;161954;8;480;8720;3.73;4.50;0.77;116;3729;3651;-78;1
97;5;8;39576;12;64;7;29;0;68;228848;6;572;9893;4.09;4.72;0.63;96;5623;5887;264;1
94;7;11;39576;12;80;5;2;0;32;105058;10;810;9272;2.80;3.22;0.42;118;4340;4505;165;1
94;9;19;41904;12;74;7;8;1;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
94;6;4;52128;24;59;7;17;0;11;75637;7;365;9622;0.45;0.59;0.14;154;3475;3529;54;1
97;6;8;188616;24;38;11;9;1;59;108871;6;621;8444;3.24;3.47;0.23;106;2595;2305;-290;1
97;4;29;99936;24;66;1;22;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
94;8;5;120888;36;44;4;20;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
96;10;29;86184;12;40;12;4;0;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
97;8;26;83628;36;77;9;23;0;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;1
98;10;5;44640;24;57;2;11;1;59;108871;6;621;8444;3.24;3.47;0.23;106;2595;2305;-290;1
98;2;7;374760;60;51;6;12;1;73;182027;7;564;8746;3.33;3.74;0.41;90;4355;4433;78;1
95;5;8;36396;12;72;4;3;1;76;127369;7;512;8369;4.73;5.88;1.15;107;3736;2807;-929;1
98;6;25;225504;48;80;1;28;1;7;94725;6;634;9920;2.26;2.87;0.61;130;4289;4846;557;1
95;9;9;188688;48;65;7;23;0;64;197099;10;747;9624;1.60;2.31;0.71;145;4484;4265;-219;1
97;2;9;116832;12;48;10;18;0;21;103347;7;670;9104;1.51;2.07;0.56;123;2299;2354;55;1
97;3;10;341280;60;49;4;14;1;9;81344;6;553;8899;3.39;3.97;0.58;149;2987;2487;-500;1
96;11;22;228276;36;61;8;3;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
97;7;16;18324;12;51;4;11;0;59;108871;6;621;8444;3.24;3.47;0.23;106;2595;2305;-290;1
96;11;15;46176;48;66;11;3;1;62;145688;5;407;8544;1.29;1.86;0.57;109;2719;2906;187;1
98;3;15;157068;36;71;9;12;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
95;12;12;104712;24;70;10;7;0;31;51313;4;592;8930;3.52;4.20;0.68;108;1328;1452;124;1
95;4;11;104712;24;44;12;12;1;74;323870;1;1000;10673;4.75;5.44;0.69;100;18782;18347;-435;1
95;11;22;244368;48;70;4;2;1;65;114200;4;437;8403;5.74;5.72;-0.02;105;2157;2718;561;1
97;11;9;59448;24;57;12;1;1;11;75637;7;365;9622;0.45;0.59;0.14;154;3475;3529;54;1
97;6;30;59448;24;52;8;26;1;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;0
95;1;11;76416;24;37;9;2;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
96;6;6;176148;36;63;11;20;0;38;85852;4;598;8965;7.08;8.23;1.15;104;2653;2822;169;1
98;4;2;279072;48;69;1;19;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
95;6;13;139536;24;41;9;13;0;61;117897;6;538;8814;4.76;5.74;0.98;107;2112;2059;-53;1
98;9;12;88200;36;44;12;3;1;76;127369;7;512;8369;4.73;5.88;1.15;107;3736;2807;-929;1
97;6;17;31620;60;39;10;24;1;8;112065;8;694;11277;1.25;1.44;0.19;127;5179;4987;-192;1
97;8;15;116040;60;39;10;27;0;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;1
95;11;22;113796;36;71;10;9;1;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;1
95;2;11;151728;48;76;6;23;1;74;323870;1;1000;10673;4.75;5.44;0.69;100;18782;18347;-435;0
96;7;27;133968;48;43;5;30;1;52;139012;10;619;8363;2.52;3.49;0.97;108;2564;2799;235;1
96;9;26;96168;12;72;8;12;0;64;197099;10;747;9624;1.60;2.31;0.71;145;4484;4265;-219;1
95;4;13;126600;24;39;2;27;1;47;162580;6;728;9538;1.51;1.81;0.30;111;6079;5410;-669;1
94;5;21;97632;12;68;9;7;0;21;103347;7;670;9104;1.51;2.07;0.56;123;2299;2354;55;1
97;8;10;300600;60;64;6;26;0;27;67298;7;438;8561;0.65;1.29;0.64;110;1029;1127;98;1
95;3;15;331560;60;80;11;23;1;2;88884;5;467;8507;1.67;1.85;0.18;132;2159;2674;515;1
95;9;22;36168;12;61;8;19;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
96;8;2;89340;60;71;11;12;0;60;110643;4;519;8441;3.45;4.48;1.03;115;1879;2252;373;1
96;7;11;19044;36;74;4;5;0;24;122603;8;800;8991;1.39;2.01;0.62;128;5198;5273;75;1
98;7;29;210744;36;78;11;29;1;64;197099;10;747;9624;1.60;2.31;0.71;145;4484;4265;-219;1
96;9;25;194940;36;64;10;30;1;8;112065;8;694;11277;1.25;1.44;0.19;127;5179;4987;-192;1
98;1;3;218064;48;44;4;8;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
97;3;28;91632;12;43;7;5;1;17;74062;7;614;8114;2.38;2.62;0.24;119;1003;1181;178;1
97;6;24;233424;36;59;2;17;1;4;149893;6;674;9753;4.64;5.05;0.41;109;5244;5892;648;1
97;9;23;311232;48;46;8;27;0;76;127369;7;512;8369;4.73;5.88;1.15;107;3736;2807;-929;1
97;7;28;77808;12;55;11;29;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
94;4;6;167100;60;70;1;17;0;62;145688;5;407;8544;1.29;1.86;0.57;109;2719;2906;187;1
95;10;20;231696;36;73;5;30;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
94;8;27;121896;24;65;3;7;1;55;157042;9;339;8743;1.88;2.43;0.55;111;3659;3894;235;1
94;5;2;215388;36;59;12;17;1;39;119895;4;899;10446;7.34;9.40;2.06;90;4947;4743;-204;0
98;1;11;136368;24;69;7;4;1;22;58400;6;524;8620;1.10;1.25;0.15;100;1089;1117;28;1
98;1;27;22104;12;65;4;10;0;34;125236;5;877;9675;6.43;7.68;1.25;100;5323;5190;-133;1
97;6;19;305424;48;63;10;13;0;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
97;2;20;44304;24;66;6;20;1;38;85852;4;598;8965;7.08;8.23;1.15;104;2653;2822;169;1
97;5;3;239160;60;47;1;30;1;27;67298;7;438;8561;0.65;1.29;0.64;110;1029;1127;98;1
98;9;22;113436;36;56;1;1;1;44;105606;7;530;8254;2.79;3.76;0.97;97;2166;2325;159;1
98;9;2;37812;12;65;1;26;0;27;67298;7;438;8561;0.65;1.29;0.64;110;1029;1127;98;1
93;12;23;75624;24;58;12;7;1;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;0
97;12;31;348120;60;62;7;20;0;69;42821;3;484;8173;7;7.01;0.00;124;1358;1358;0;1
96;11;18;421008;48;53;6;1;1;14;177686;9;748;10045;1.42;1.71;0.29;135;6604;6295;-309;1
93;12;13;259740;60;79;3;16;1;68;228848;6;572;9893;4.09;4.72;0.63;96;5623;5887;264;1
98;1;21;31260;12;68;3;21;1;36;159617;9;852;9198;3.33;4.28;0.95;131;5796;6132;336;1
97;3;4;88704;48;60;10;29;0;23;87419;9;855;8624;1.79;2.66;0.87;102;2879;3198;319;1
97;6;2;86880;12;40;5;25;0;21;103347;7;670;9104;1.51;2.07;0.56;123;2299;2354;55;1
93;11;10;21924;36;60;8;20;1;55;157042;9;339;8743;1.88;2.43;0.55;111;3659;3894;235;1
97;1;4;260640;36;49;1;21;0;22;58400;6;524;8620;1.10;1.25;0.15;100;1089;1117;28;0
98;3;1;194280;60;69;8;12;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
96;12;11;123408;24;64;10;14;1;39;119895;4;899;10446;7.34;9.40;2.06;90;4947;4743;-204;1
96;9;28;54396;36;39;7;27;1;60;110643;4;519;8441;3.45;4.48;1.03;115;1879;2252;373;1
94;6;3;151560;24;53;5;5;1;66;125832;5;483;8512;3.51;4.12;0.61;102;2247;2103;-144;1
95;7;3;60000;60;46;10;15;1;45;77917;5;535;8390;2.28;2.89;0.61;132;2080;2122;42;1
98;1;22;23412;12;55;8;26;1;72;226122;4;626;8994;3.80;4.79;0.99;110;9672;9208;-464;1
94;12;19;482940;60;76;5;21;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;0
98;1;2;267600;48;58;1;20;0;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
98;2;18;133800;24;41;3;12;1;12;107870;6;580;8754;3.83;4.31;0.48;137;3804;3868;64;1
96;12;5;417600;60;70;10;12;1;55;157042;9;339;8743;1.88;2.43;0.55;111;3659;3894;235;1
98;8;15;249792;48;65;1;13;1;55;157042;9;339;8743;1.88;2.43;0.55;111;3659;3894;235;1
95;6;24;198240;24;56;2;18;1;41;118650;3;856;9832;3.32;4.48;1.16;114;6445;5471;-974;1
98;6;18;269964;36;79;2;14;0;16;93931;8;569;8427;1.12;1.54;0.42;107;1874;1913;39;1
98;7;5;208332;36;80;4;18;0;2;88884;5;467;8507;1.67;1.85;0.18;132;2159;2674;515;1
98;2;24;196224;48;50;3;16;1;76;127369;7;512;8369;4.73;5.88;1.15;107;3736;2807;-929;1
98;5;7;45720;12;78;12;15;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
95;10;28;260028;36;76;11;25;1;11;75637;7;365;9622;0.45;0.59;0.14;154;3475;3529;54;1
97;10;2;197808;24;62;11;3;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
97;12;24;24180;60;38;10;19;1;36;159617;9;852;9198;3.33;4.28;0.95;131;5796;6132;336;1
96;3;21;154656;48;56;11;28;1;71;161227;10;697;8678;5.93;5.57;-0.36;102;4980;4595;-385;1
94;12;21;115992;36;37;5;17;1;31;51313;4;592;8930;3.52;4.20;0.68;108;1328;1452;124;1
96;9;17;68832;36;59;7;1;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
98;4;23;339168;48;42;1;13;0;46;112709;10;735;8369;1.79;2.31;0.52;117;2854;2618;-236;1
94;8;23;45768;12;77;5;27;0;72;226122;4;626;8994;3.80;4.79;0.99;110;9672;9208;-464;1
97;12;9;45768;12;44;8;1;1;75;138032;5;646;8819;5.38;5.66;0.28;99;4063;4505;442;1
98;7;11;31140;60;77;1;20;1;76;127369;7;512;8369;4.73;5.88;1.15;107;3736;2807;-929;1
97;3;7;67464;12;35;12;25;1;34;125236;5;877;9675;6.43;7.68;1.25;100;5323;5190;-133;1
98;5;29;140688;48;41;6;23;1;16;93931;8;569;8427;1.12;1.54;0.42;107;1874;1913;39;1
97;11;30;385560;60;56;4;15;1;50;102609;6;520;8187;4.83;5.45;0.62;94;2123;2134;11;0
96;2;13;113544;36;42;9;18;1;65;114200;4;437;8403;5.74;5.72;-0.02;105;2157;2718;561;1
97;8;23;57120;48;58;8;13;1;32;105058;10;810;9272;2.80;3.22;0.42;118;4340;4505;165;1
94;7;28;131292;36;54;3;20;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
98;6;11;152460;60;51;11;17;0;25;88757;10;617;8554;2.47;2.68;0.21;113;1822;2218;396;1
94;2;23;197748;36;70;5;5;0;13;53921;2;413;8598;2.77;3.26;0.49;123;1597;1875;278;1
95;10;2;314520;60;55;11;18;0;44;105606;7;530;8254;2.79;3.76;0.97;97;2166;2325;159;1
97;4;2;18720;60;60;10;31;1;25;88757;10;617;8554;2.47;2.68;0.21;113;1822;2218;396;1
96;12;25;115812;36;53;6;1;1;16;93931;8;569;8427;1.12;1.54;0.42;107;1874;1913;39;1
93;10;13;154416;48;69;5;25;0;18;70699;4;653;8968;2.83;3.35;0.52;131;1740;1910;170;1
93;9;6;274740;60;78;9;7;1;63;86513;5;505;8288;3.79;4.52;0.73;110;1562;1460;-102;1
95;3;4;168984;24;76;3;18;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;0
97;10;23;48096;24;58;7;19;1;32;105058;10;810;9272;2.80;3.22;0.42;118;4340;4505;165;1
95;12;4;217152;36;74;7;7;1;72;226122;4;626;8994;3.80;4.79;0.99;110;9672;9208;-464;1
96;8;20;148920;60;77;8;3;1;59;108871;6;621;8444;3.24;3.47;0.23;106;2595;2305;-290;1
94;6;12;69360;48;41;7;28;1;46;112709;10;735;8369;1.79;2.31;0.52;117;2854;2618;-236;1
97;3;4;119136;48;63;5;15;0;37;114006;9;623;9065;4.46;5.39;0.93;123;4147;4166;19;1
97;4;26;98304;12;70;7;26;1;16;93931;8;569;8427;1.12;1.54;0.42;107;1874;1913;39;1
97;6;9;213300;60;55;6;9;0;28;72541;8;369;8594;1.62;2.01;0.39;112;1580;1525;-55;1
94;1;31;108144;36;63;5;12;0;59;108871;6;621;8444;3.24;3.47;0.23;106;2595;2305;-290;1
94;3;1;182628;36;59;5;23;1;75;138032;5;646;8819;5.38;5.66;0.28;99;4063;4505;442;1
96;1;19;89880;24;63;5;16;1;70;285387;7;899;10177;6.63;7.75;1.12;81;9878;10108;230;1
97;10;7;44940;12;76;1;20;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
96;10;2;392460;60;80;11;13;0;12;107870;6;580;8754;3.83;4.31;0.48;137;3804;3868;64;1
97;10;24;89280;12;47;11;14;1;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
97;12;11;155760;24;48;7;31;0;33;133777;11;847;8705;5.75;7.61;1.86;116;4650;4859;209;1
93;9;15;52788;12;73;2;16;1;15;58796;5;519;9045;3.13;3.60;0.47;124;1845;1879;34;1
97;1;31;67320;36;72;1;26;1;5;95616;6;514;9307;3.85;4.43;0.58;118;2616;3040;424;1
98;11;22;317460;60;75;11;20;1;50;102609;6;520;8187;4.83;5.45;0.62;94;2123;2134;11;1
98;9;27;39168;24;79;2;22;0;7;94725;6;634;9920;2.26;2.87;0.61;130;4289;4846;557;1
98;7;18;280440;60;52;9;9;0;54;387570;1;1000;9897;1.60;1.96;0.36;140;18721;18696;-25;1
95;10;29;419880;60;45;10;30;0;1;1204953;1;1000;12541;0.29;0.43;0.14;167;85677;99107;13430;1
96;8;6;54024;12;68;4;13;1;61;117897;6;538;8814;4.76;5.74;0.98;107;2112;2059;-53;1
96;12;27;129408;24;62;10;19;0;67;106054;6;631;8110;5.77;6.55;0.78;109;3244;3079;-165;1
